image_path,class_label,attributes,caption,split,instance_id,image_path_fixed
images\team14_shampoo_bottle (85).jpg,personal_care_shampoo_bottle,color:blue;material:plastic;condition:new;size:medium,A new blue color shampoo bottle,train,Team14_BLUESHAMPOO_I,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (85).jpg
images\team14_shampoo_bottle (86).jpg,personal_care_shampoo_bottle,color:unknown;material:plastic;condition:new;size:medium,A new shampoo bottle of unknown color,train,Team14_UNKNOWNSHAMPOO_I,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (86).jpg
images\team14_shampoo_bottle (87).jpg,personal_care_shampoo_bottle,color:unknown;material:plastic;condition:new;size:medium,A shampoo bottle of unknown color,train,Team14_UNKNOWNSHAMPOO_J,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (87).jpg
images\team14_shampoo_bottle (88).jpg,personal_care_shampoo_bottle,color:white;material:plastic;condition:new;size:medium,A new white color shampoo bottle,train,Team14_WHITESHAMPOO_AC,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (88).jpg
images\team14_shampoo_bottle (89).jpg,personal_care_shampoo_bottle,color:white;material:plastic;condition:used;size:medium,A used white color shampoo bottle,train,Team14_WHITESHAMPOO_AD,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (89).jpg
images\team14_shampoo_bottle (90).jpg,personal_care_shampoo_bottle,color:white;material:plastic;condition:used;size:medium,A used white color shampoo bottle,train,Team14_WHITESHAMPOO_AE,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (90).jpg
images\team14_shampoo_bottle (91).jpg,personal_care_shampoo_bottle,color:white;material:plastic;condition:new;size:medium,A new white color shampoo bottle,train,Team14_WHITESHAMPOO_AF,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (91).jpg
images\team14_shampoo_bottle (92).jpg,personal_care_shampoo_bottle,color:white;material:plastic;condition:new;size:medium,A  new white color shampoo bottle,train,Team14_WHITESHAMPOO_AG,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (92).jpg
images\team14_shampoo_bottle (93).jpg,personal_care_shampoo_bottle,color:white;material:plastic;condition:new;size:small,A small white color shampoo bottle,val,Team14_WHITESHAMPOO_AH,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (93).jpg
images\team14_shampoo_bottle (94).jpg,personal_care_shampoo_bottle,color:white;material:plastic;condition:new;size:small,A white color shampoo bottle,train,Team14_WHITESHAMPOO_AI,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (94).jpg
images\team14_shampoo_bottle (95).jpg,personal_care_shampoo_bottle,color:white;material:plastic;condition:unknown;size:small,A white color shampoo bottle,train,Team14_WHITESHAMPOO_AJ,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (95).jpg
images\team14_shampoo_bottle (96).jpg,personal_care_shampoo_bottle,color:purple;material:plastic;condition:unknown;size:medium,A purple color shampoo bottle,train,Team14_PURPLESHAMPOO_A,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (96).jpg
images\team14_shampoo_bottle (97).jpg,personal_care_shampoo_bottle,color:purple;material:plastic;condition:used;size:medium,A used purple color shampoo bottle,train,Team14_PURPLESHAMPOO_B,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (97).jpg
images\team14_shampoo_bottle (98).jpg,personal_care_shampoo_bottle,color:purple;material:plastic;condition:used;size:medium,A used purple color shampoo bottle,train,Team14_PURPLESHAMPOO_C,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (98).jpg
images\team14_shampoo_bottle (99).jpg,personal_care_shampoo_bottle,color:purple;material:plastic;condition:used;size:medium,A used purple color shampoo bottle,train,Team14_PURPLESHAMPOO_D,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (99).jpg
images\team14_shampoo_bottle (100).jpg,personal_care_shampoo_bottle,color:purple;material:plastic;condition:new;size:medium,A new purple color shampoo bottle,val,Team14_PURPLESHAMPOO_E,/content/drive/MyDrive/DL_project/project/data/images/team14_shampoo_bottle (100).jpg
images\team14_soap_bar (1).jpg,personal_care_soap_bar,color:white;material:unknown;condition:deformed;size:medium,A white bathing soap bar,train,Team14_WHITESOAP_A,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (1).jpg
images\team14_soap_bar (2).jpg,personal_care_soap_bar,color:white;material:unknown;condition:deformed;size:medium,A white deformed soap bar,train,Team14_WHITESOAP_B,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (2).jpg
images\team14_soap_bar (3).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A  white used soap bar,train,Team14_WHITESOAP_C,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (3).jpg
images\team14_soap_bar (4).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A white used soap bar,val,Team14_WHITESOAP_D,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (4).jpg
images\team14_soap_bar (5).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A white medium sized soap bar,train,Team14_WHITESOAP_E,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (5).jpg
images\team14_soap_bar (6).jpg,personal_care_soap_bar,color:red;material:unknown;condition:new;size:small,A new red colored soap bar,train,Team14_REDSOAP_A,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (6).jpg
images\team14_soap_bar (7).jpg,personal_care_soap_bar,color:red;material:unknown;condition:new;size:unknown,A red colored new soap bar,train,Team14_REDSOAP_B,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (7).jpg
images\team14_soap_bar (8).jpg,personal_care_soap_bar,color:red;material:unknown;condition:new;size:small,A small red soap bar,train,Team14_REDSOAP_C,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (8).jpg
images\team14_soap_bar (9).jpg,personal_care_soap_bar,color:red;material:unknown;condition:new;size:small,A small red soap bar,train,Team14_REDSOAP_D,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (9).jpg
images\team14_soap_bar (10).jpg,personal_care_soap_bar,color:red;material:unknown;condition:new;size:small,A small red soap bar,train,Team14_REDSOAP_E,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (10).jpg
images\team14_soap_bar (11).jpg,personal_care_soap_bar,color:transparent;material:unknown;condition:unknown;size:medium,A transparent medium size soap bar,train,Team14_TRANSPARENTSOAP_A,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (11).jpg
images\team14_soap_bar (12).jpg,personal_care_soap_bar,color:transparent;material:unknown;condition:used;size:medium,A transparent used soap bar,val,Team14_TRANSPARENTSOAP_B,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (12).jpg
images\team14_soap_bar (13).jpg,personal_care_soap_bar,color:transparent;material:unknown;condition:used;size:medium,A transparent used soap bar,train,Team14_TRANSPARENTSOAP_C,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (13).jpg
images\team14_soap_bar (14).jpg,personal_care_soap_bar,color:transparent;material:unknown;condition:new;size:medium,A transparent new soap bar,train,Team14_TRANSPARENTSOAP_D,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (14).jpg
images\team14_soap_bar (15).jpg,personal_care_soap_bar,color:transparent;material:unknown;condition:deformed;size:medium,A transparent deformed soap bar,train,Team14_TRANSPARENTSOAP_E,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (15).jpg
images\team14_soap_bar (16).jpg,personal_care_soap_bar,color:blue;material:unknown;condition:new;size:medium,A blue medium-sized soap bar,train,Team14_BLUESOAP_A,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (16).jpg
images\team14_soap_bar (17).jpg,personal_care_soap_bar,color:blue;material:unknown;condition:new;size:medium,A blue color soap bar,train,Team14_BLUESOAP_B,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (17).jpg
images\team14_soap_bar (18).jpg,personal_care_soap_bar,color:blue;material:unknown;condition:new;size:medium,A new blue  color soap bar,train,Team14_BLUESOAP_C,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (18).jpg
images\team14_soap_bar (19).jpg,personal_care_soap_bar,color:blue;material:unknown;condition:new;size:medium,A new blue soap bar,train,Team14_BLUESOAP_D,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (19).jpg
images\team14_soap_bar (20).jpg,personal_care_soap_bar,color:blue;material:unknown;condition:new;size:medium,A blue color soap bar,train,Team14_BLUESOAP_E,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (20).jpg
images\team14_soap_bar (21).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:medium,A new yellow color soap bar,val,Team14_YELLOWSOAP_A,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (21).jpg
images\team14_soap_bar (22).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:medium,A new yellow color soap bar,val,Team14_YELLOWSOAP_B,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (22).jpg
images\team14_soap_bar (23).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:unknown,A new yellow color soap bar,train,Team14_YELLOWSOAP_C,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (23).jpg
images\team14_soap_bar (24).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:used;size:medium,A new yellow color soap bar,train,Team14_YELLOWSOAP_D,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (24).jpg
images\team14_soap_bar (25).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:medium,A new yellow color soap bar,train,Team14_YELLOWSOAP_E,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (25).jpg
images\team14_soap_bar (26).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A used white colored soap bar ,val,Team14_WHITESOAP_F,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (26).jpg
images\team14_soap_bar (27).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A used white colored soap bar,train,Team14_WHITESOAP_G,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (27).jpg
images\team14_soap_bar (28).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A used white colored soap bar,train,Team14_WHITESOAP_H,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (28).jpg
images\team14_soap_bar (29).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A used white colored soap bar,train,Team14_WHITESOAP_I,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (29).jpg
images\team14_soap_bar (30).jpg,personal_care_soap_bar,color:black;material:unknown;condition:used;size:medium,A used white colored soap bar,train,Team14_WHITESOAP_J,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (30).jpg
images\team14_soap_bar (31).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:used;size:medium,A used yellow colored soap bar,train,Team14_YELLOWSOAP_F,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (31).jpg
images\team14_soap_bar (32).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A used yellow colored soap bar,train,Team14_YELLOWSOAP_G,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (32).jpg
images\team14_soap_bar (33).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:deformed;size:medium,A deformed yellow colored soap bar,train,Team14_YELLOWSOAP_H,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (33).jpg
images\team14_soap_bar (34).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:unknown;size:medium,A yellow colored soap bar,train,Team14_YELLOWSOAP_I,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (34).jpg
images\team14_soap_bar (35).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:used;size:medium,A used yellow colored soap bar,val,Team14_YELLOWSOAP_J,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (35).jpg
images\team14_soap_bar (36).jpg,personal_care_soap_bar,color:transparent;material:unknown;condition:deformed;size:medium,"A deformed, transparent colored soap bar",train,Team14_TRANSPARENTSOAP_F,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (36).jpg
images\team14_soap_bar (37).jpg,personal_care_soap_bar,color:pink;material:unknown;condition:deformed;size:medium,A deformed pink colored soap bar,train,Team14_PINKSOAP_A,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (37).jpg
images\team14_soap_bar (38).jpg,personal_care_soap_bar,color:pink;material:unknown;condition:new;size:medium,A new pink colored soap bar,train,Team14_PINKSOAP_B,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (38).jpg
images\team14_soap_bar (39).jpg,personal_care_soap_bar,color:blue;material:unknown;condition:used;size:medium,A used blue colored soap bar,train,Team14_BLUESOAP_F,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (39).jpg
images\team14_soap_bar (40).jpg,personal_care_soap_bar,color:pink;material:unknown;condition:deformed;size:medium,A deformed pink colored soap bar,train,Team14_PINKSOAP_C,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (40).jpg
images\team14_soap_bar (41).jpg,personal_care_soap_bar,color:blue;material:unknown;condition:new;size:medium,A new blue colored soap bar,train,Team14_BLUESOAP_G,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (41).jpg
images\team14_soap_bar (42).jpg,personal_care_soap_bar,color:pink;material:unknown;condition:used;size:medium,A used pink colored soap bar,train,Team14_PINKSOAP_D,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (42).jpg
images\team14_soap_bar (43).jpg,personal_care_soap_bar,color:blue;material:unknown;condition:new;size:medium,A new blue color soap bar,train,Team14_BLUESOAP_H,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (43).jpg
images\team14_soap_bar (44).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:medium,A new yellow colored soap bar,train,Team14_YELLOWSOAP_K,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (44).jpg
images\team14_soap_bar (45).jpg,personal_care_soap_bar,color:blue;material:unknown;condition:new;size:medium,A new blue colored soap bar,train,Team14_BLUESOAP_I,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (45).jpg
images\team14_soap_bar (46).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:medium,A new yellow colored soap bar,train,Team14_YELLOWSOAP_L,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (46).jpg
images\team14_soap_bar (47).jpg,personal_care_soap_bar,color:blue;material:unknown;condition:used;size:medium,A used bllue colored soap bar,val,Team14_BLUESOAP_J,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (47).jpg
images\team14_soap_bar (48).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:medium,A new yellow colored soap bar,train,Team14_YELLOWSOAP_M,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (48).jpg
images\team14_soap_bar (49).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A white colored soap bar,train,Team14_WHITESOAP_K,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (49).jpg
images\team14_soap_bar (50).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A used white colored soap bar,train,Team14_WHITESOAP_L,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (50).jpg
images\team14_soap_bar (51).jpg,personal_care_soap_bar,color:transparent;material:unknown;condition:nan;size:large,A large transparent soap bar,train,Team14_TRANSPARENTSOAP_G,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (51).jpg
images\team14_soap_bar (52).jpg,personal_care_soap_bar,color:transparent;material:unknown;condition:new;size:large,A new transparent soap bar,train,Team14_TRANSPARENTSOAP_H,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (52).jpg
images\team14_soap_bar (53).jpg,personal_care_soap_bar,color:unknown;material:unknown;condition:new;size:large,A new large soap bar,val,Team14_TRANSPARENTSOAP_I,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (53).jpg
images\team14_soap_bar (54).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:large,A new large size  soap bar,train,Team14_TRANSPARENTSOAP_J,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (54).jpg
images\team14_soap_bar (55).jpg,personal_care_soap_bar,color:white;material:unknown;condition:new;size:large,A new white colored soap bar,train,Team14_WHITESOAP_M,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (55).jpg
images\team14_soap_bar (56).jpg,personal_care_soap_bar,color:unknown;material:unknown;condition:used;size:medium,A used medium sized soap bar,train,Team14_YELLOWSOAP_N,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (56).jpg
images\team14_soap_bar (57).jpg,personal_care_soap_bar,color:green;material:unknown;condition:new;size:large,A new green colored soap bar,train,Team14_GREENSOAP_A,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (57).jpg
images\team14_soap_bar (58).jpg,personal_care_soap_bar,color:unknown;material:unknown;condition:used;size:medium,A used medium sized soap bar,train,Team14_YELLOWSOAP_O,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (58).jpg
images\team14_soap_bar (59).jpg,personal_care_soap_bar,color:green;material:unknown;condition:new;size:large,A new green colored soap bar,train,Team14_GREENSOAP_B,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (59).jpg
images\team14_soap_bar (60).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:medium,A new yellow colored soap bar,train,Team14_YELLOWSOAP_P,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (60).jpg
images\team14_soap_bar (61).jpg,personal_care_soap_bar,color:green;material:unknown;condition:new;size:medium,A new green colored soap bar,train,Team14_GREENSOAP_C,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (61).jpg
images\team14_soap_bar (62).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:medium,A new yellow colored soap bar,train,Team14_YELLOWSOAP_Q,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (62).jpg
images\team14_soap_bar (63).jpg,personal_care_soap_bar,color:green;material:unknown;condition:new;size:medium,A new green colored soap bar,val,Team14_GREENSOAP_D,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (63).jpg
images\team14_soap_bar (64).jpg,personal_care_soap_bar,color:green;material:unknown;condition:new;size:medium,A new green colored soap bar,val,Team14_GREENSOAP_E,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (64).jpg
images\team14_soap_bar (65).jpg,personal_care_soap_bar,color:green;material:unknown;condition:new;size:unknown,A new green colored soap bar,train,Team14_GREENSOAP_F,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (65).jpg
images\team14_soap_bar (66).jpg,personal_care_soap_bar,color:green;material:unknown;condition:new;size:unknown,A new green colored soap bar,train,Team14_GREENSOAP_G,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (66).jpg
images\team14_soap_bar (67).jpg,personal_care_soap_bar,color:green;material:unknown;condition:new;size:medium,A new green colored soap bar,train,Team14_GREENSOAP_H,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (67).jpg
images\team14_soap_bar (68).jpg,personal_care_soap_bar,color:green;material:unknown;condition:deformed;size:unknown,A deformed green colored soap bar,train,Team14_GREENSOAP_I,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (68).jpg
images\team14_soap_bar (69).jpg,personal_care_soap_bar,color:green;material:unknown;condition:new;size:medium,A new green colored soap bar,val,Team14_GREENSOAP_J,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (69).jpg
images\team14_soap_bar (70).jpg,personal_care_soap_bar,color:unknown;material:unknown;condition:used;size:medium,A used medium sized soap bar,val,Team14_YELLOWSOAP_R,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (70).jpg
images\team14_soap_bar (71).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A used white colored soap bar,train,Team14_WHITESOAP_N,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (71).jpg
images\team14_soap_bar (72).jpg,personal_care_soap_bar,color:white;material:unknown;condition:new;size:medium,A used white colored soap bar,train,Team14_WHITESOAP_O,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (72).jpg
images\team14_soap_bar (73).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A used white colored soap bar,train,Team14_WHITESOAP_P,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (73).jpg
images\team14_soap_bar (74).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A used white colored soap bar,train,Team14_WHITESOAP_Q,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (74).jpg
images\team14_soap_bar (75).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A used white colored soap bar,train,Team14_WHITESOAP_R,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (75).jpg
images\team14_soap_bar (76).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:small,"A small, new yellow colored soap bar",train,Team14_YELLOWSOAP_S,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (76).jpg
images\team14_soap_bar (77).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:small,A new yellow colored soap bar,train,Team14_YELLOWSOAP_T,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (77).jpg
images\team14_soap_bar (78).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:small,A new yellow colored soap bar,train,Team14_YELLOWSOAP_U,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (78).jpg
images\team14_soap_bar (79).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:small,A new yellow colored soap bar,train,Team14_YELLOWSOAP_V,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (79).jpg
images\team14_soap_bar (80).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:small,A new yellow colored soap bar,train,Team14_YELLOWSOAP_W,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (80).jpg
images\team14_soap_bar (81).jpg,personal_care_soap_bar,color:white;material:unknown;condition:new;size:medium,A new white colored soap bar,train,Team14_WHITESOAP_S,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (81).jpg
images\team14_soap_bar (82).jpg,personal_care_soap_bar,color:white;material:unknown;condition:new;size:medium,A new white colored soap bar,train,Team14_WHITESOAP_T,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (82).jpg
images\team14_soap_bar (83).jpg,personal_care_soap_bar,color:white;material:unknown;condition:new;size:medium,A new white colored soap bar,val,Team14_WHITESOAP_U,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (83).jpg
images\team14_soap_bar (84).jpg,personal_care_soap_bar,color:white;material:unknown;condition:used;size:medium,A used white colored soap bar,train,Team14_WHITESOAP_V,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (84).jpg
images\team14_soap_bar (85).jpg,personal_care_soap_bar,color:white;material:unknown;condition:new;size:medium,A new white colored soap bar,train,Team14_WHITESOAP_W,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (85).jpg
images\team14_soap_bar (86).jpg,personal_care_soap_bar,color:green;material:unknown;condition:used;size:medium,A used green colored soap bar,train,Team14_GREENSOAP_K,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (86).jpg
images\team14_soap_bar (87).jpg,personal_care_soap_bar,color:green;material:unknown;condition:used;size:medium,A used green colored soap bar,train,Team14_GREENSOAP_L,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (87).jpg
images\team14_soap_bar (88).jpg,personal_care_soap_bar,color:green;material:unknown;condition:used;size:medium,A used green colored soap bar,train,Team14_GREENSOAP_M,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (88).jpg
images\team14_soap_bar (89).jpg,personal_care_soap_bar,color:green;material:unknown;condition:used;size:medium,A used green colored soap bar,train,Team14_GREENSOAP_N,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (89).jpg
images\team14_soap_bar (90).jpg,personal_care_soap_bar,color:green;material:unknown;condition:used;size:unknown,A used green colored soap bar,train,Team14_GREENSOAP_O,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (90).jpg
images\team14_soap_bar (91).jpg,personal_care_soap_bar,color:green;material:unknown;condition:used;size:medium,A used green colored soap bar,train,Team14_GREENSOAP_P,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (91).jpg
images\team14_soap_bar (92).jpg,personal_care_soap_bar,color:green;material:unknown;condition:used;size:medium,A used green colored soap bar,train,Team14_GREENSOAP_Q,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (92).jpg
images\team14_soap_bar (93).jpg,personal_care_soap_bar,color:green;material:unknown;condition:deformed;size:small,A used green colored soap bar,val,Team14_GREENSOAP_R,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (93).jpg
images\team14_soap_bar (94).jpg,personal_care_soap_bar,color:green;material:unknown;condition:used;size:unknown,A used green colored soap bar,val,Team14_GREENSOAP_S,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (94).jpg
images\team14_soap_bar (95).jpg,personal_care_soap_bar,color:green;material:unknown;condition:used;size:medium,A used green colored soap bar,val,Team14_GREENSOAP_T,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (95).jpg
images\team14_soap_bar (96).jpg,personal_care_soap_bar,color:unknown;material:unknown;condition:new;size:medium,A medium sized new soap bar,val,Team14_YELLOWSOAP_X,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (96).jpg
images\team14_soap_bar (97).jpg,personal_care_soap_bar,color:yellow;material:unknown;condition:new;size:large,A new yellow colored soap bar,val,Team14_YELLOWSOAP_Y,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (97).jpg
images\team14_soap_bar (98).jpg,personal_care_soap_bar,color:brown;material:unknown;condition:new;size:large,A brown colored soap bar,train,Team14_BROWNSOAP_A,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (98).jpg
images\team14_soap_bar (99).jpg,personal_care_soap_bar,color:brown;material:unknown;condition:new;size:large,A new brown colored soap bar,val,Team14_BROWNSOAP_B,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (99).jpg
images\team14_soap_bar (100).jpg,personal_care_soap_bar,color:brown;material:unknown;condition:new;size:large,A brown color soap bar,val,Team14_BROWNSOAP_C,/content/drive/MyDrive/DL_project/project/data/images/team14_soap_bar (100).jpg
images\team14_toothbrush (1).jpg,personal_care_toothbrush,color:white;material:plastic;condition:used;size:small,white purple tooth brush top view,train,Team14_WhiteToothbrush_A,/content/drive/MyDrive/DL_project/project/data/images/team14_toothbrush (1).jpg
images\team14_toothbrush (2).jpg,personal_care_toothbrush,color:white;material:plastic;condition:used;size:small,white purple tooth brush side view,train,Team14_WhiteToothbrush_B,/content/drive/MyDrive/DL_project/project/data/images/team14_toothbrush (2).jpg
images\team14_toothbrush (3).jpg,personal_care_toothbrush,color:purple;material:plastic;condition:used;size:small,white purple tooth brush back,val,Team14_PurpleToothbrush_A,/content/drive/MyDrive/DL_project/project/data/images/team14_toothbrush (3).jpg
